attack_0,integrity_0,attack_1,integrity_1,attack_2,integrity_2,attack_3,integrity_3,attack_4,integrity_4,attack_5,integrity_5,attack_6,integrity_6,attack_7,integrity_7,attack_8,integrity_8,attack_9,integrity_9,attack_10,integrity_10,attack_11,integrity_11,attack_12,integrity_12,attack_13,integrity_13,attack_14,integrity_14
46.0918486857155,54.18294903798841,41.44643078251089,37.91614981786917,41.07271919818512,48.04082763165731,52.25696456340801,58.90385741214922,52.80019529190104,33.7244346268599,32.259182380893385,61.30297563988665,61.109266648178505,37.28046130179613,54.14318275662574,6.995719663133019,7.737581041522973,6.8712044307690165,7.269646262241795,6.570195455072283,7.568492535315074,7.41241302134153,6.4318989612536726,6.806779323408185,7.418567531373444,7.198759730107469,7.235666541205672,7.383666283029962,7.085347690274545,6.872437323977129
45.74916909795025,54.122504142791435,41.27480603703426,39.02559921712038,40.79503733113181,48.19728251129741,52.06570135029068,59.09973183146862,52.800097268294074,33.505060489111706,32.26916793205404,61.322309423232994,61.12567140712061,37.20470782098651,53.99874457643528,7.496001783599968,7.709375273317335,7.359768541802384,7.338801398932516,6.892921161704356,7.795613475209511,7.325582024454966,6.867711267214773,7.226899326020932,7.883979658446949,7.867545566952563,6.834908776697456,7.213313748287051,6.958969027020231,7.868983887511238
45.827274790213195,54.18963858235053,41.272525305860455,39.16379256888833,41.053857905761376,48.109724242085456,52.14701097937513,58.98394543931941,52.84987110260066,32.651189812986125,32.52270362676931,61.32008234671421,61.098493290596714,36.8513649082968,54.0930261621466,7.817495912761166,6.580744657596188,7.703268122831311,6.692830784268655,6.7277995973820905,6.716035730249583,7.374408214284857,6.8491777020727085,7.889916971220397,6.686509714519814,6.943446153506149,7.163000213174749,6.942334309103554,6.611583765451135,7.034711397776256
45.582660305670345,54.25213301453588,41.13655004796066,39.20143936717636,40.917621475440534,48.1743425481197,52.18450343382826,59.01020609075699,52.9957098282627,34.36703635964412,32.75159502628222,61.30704833565034,61.10009646301673,37.34722637409999,53.766411623886846,7.170471242431301,7.24721181385979,7.0501369086237915,7.513791352737887,7.813959055393624,7.747078560966608,7.1200162241783955,7.786170657325936,6.972283770455204,6.90316575499511,7.736477569601343,6.779542813490846,6.906994039075419,6.8744857468070215,7.130808692769491
45.81639324056485,54.33421019383291,41.51708341247124,38.69321776303281,41.58443546249626,48.046517301777,52.26043460506354,58.95853362849735,53.206125489572294,33.58647032556255,31.219976869300954,61.3087921875608,61.12068636911716,36.82362977846124,54.0431654271641,6.834427119241442,7.183975930656736,7.6820248102658,7.350336598210344,7.721033307530362,7.743559693124877,7.691711782302626,6.843186168952255,8.260032144861876,6.717147870084824,7.085618861898009,7.159244767293055,7.940722877454372,7.345089900378509,6.360420022961492
45.94132560192788,54.23083694824334,40.6376943605326,39.0184410623806,41.46047984029513,48.32799277457738,52.17719275610168,58.98696279239194,53.145777061417974,33.881984594186044,32.153117128175936,61.31185572889061,61.128081045126365,37.29161426387618,53.60377094971213,6.915329662615529,7.237640552072003,7.511821545478102,6.857064991836511,6.121586399201547,7.044302133620868,6.664536760134629,7.320749395752475,7.057415570357797,7.714996725647446,6.632489838935168,7.887641998388945,7.799928326764883,6.97102056252913,7.548920527509455
45.500931846793684,54.15441508021334,41.44738958227199,38.89627362801999,40.17544087159462,47.96418725059862,52.307378145499676,59.098239226626546,53.33818493950238,34.23820160025769,32.2385483690452,61.320404468323574,61.090400905251,37.68212436842915,53.955074235432,7.729751055447876,6.977526236360762,6.125330049961381,7.5294089831264115,6.6586231654799075,7.11919912600472,8.264846898122844,6.921853671750784,7.17453289654994,7.074682556584585,7.104873722644834,7.373722334185802,6.987045953388219,7.487238569574974,7.534016838155241
45.86137696873019,54.332761352697716,41.75561177963203,38.799299171859325,40.20019725566061,48.326107612717465,52.17906347801183,59.03558086533674,52.95547071249236,34.34754011179001,32.14250698999748,61.305755074746514,61.10191608653246,37.833389457036716,54.00604648409177,6.95043633458347,8.042034371099554,7.457134858190465,7.358867824666229,6.681222533690761,6.9060569252309945,7.500622129199437,7.425974600500463,7.221223095144157,7.278005868519036,7.4820760464264175,7.2795952078184625,8.265267501474144,7.555990556132702,7.521015391365177
45.75490772514243,54.12596716748969,41.60308280071611,39.27918777981707,40.33492483827214,47.72087330872661,52.08201318253856,59.02974013532136,53.22467656468825,33.25876049946559,31.70375711870579,61.31255422763715,61.10001243406789,37.40696512298838,53.70734398245794,6.981262578298407,7.41996918669313,7.160655615289743,6.9390473614556205,7.178424316235326,6.7273251803316025,7.48351128477078,6.885386731167012,6.832756906228695,7.241951973317117,7.050195004018302,6.9086963459524595,7.755765884685883,6.94341987479856,7.339832131155532
45.69252578772621,54.247884206006525,41.84601596303481,39.40497194363454,40.98503443771743,48.30840560927323,52.320906451824285,59.022309833910576,53.18501783080783,34.02149133818038,31.983343542649095,61.328459236421935,61.09541060272991,36.53222643082849,53.92253224453332,8.20646125132241,6.792807674787828,7.575824891899164,7.0254597876088685,7.895216178497923,6.611128731358409,7.497586099880787,7.403930941245159,7.602805613568425,7.565325035844183,7.472290871407747,7.972285658969298,7.856874635273825,7.591490030203876,6.7052638116325545
45.978847471436424,54.163816533104814,41.40750932821446,39.19779525604017,40.462630146456306,47.99745313603786,52.184969864270975,58.98611153659623,53.054654109022536,34.618239925717845,32.88966995600443,61.31462415095311,61.11120522623063,36.70961704537611,53.80213284147502,7.098391904029045,6.836110098254477,7.780330430129658,6.678347906967665,6.692586529817002,7.877580307149699,8.026952431142284,7.391929620679933,7.375593070536636,7.436265377144141,7.033844005310218,7.689364165969078,6.945141161465166,7.52302362058225,7.117644300336533
45.639223138441146,54.182741856652434,41.05943696942129,38.981513348281695,40.89490858228085,48.372214854895795,52.07397328715667,59.0809514820027,53.02039937967757,34.007853948865254,31.697878009909346,61.31052715821502,61.11784271606657,37.840762822376185,54.022824424362426,7.5522428405996855,6.99989278367109,7.917726545357664,7.639345845134633,7.000046446705355,7.784731076668521,7.303776815409601,7.466773903973121,7.335869357453324,6.720421042483996,6.711636317342335,7.593729026576273,7.731274401405085,6.430569202059574,7.944644695055359
45.85060457025805,54.43383005693698,41.321403404475525,39.2828902349341,40.73592111920791,48.15895016860846,52.08589796895203,59.051237052169,53.14864538534656,34.28042815747272,32.597949346212204,61.31384201323343,61.11862355103302,36.90332570634895,53.68481961742581,7.5209134132708435,7.732299424696133,6.666047571767156,6.690767292681427,7.647993880189379,6.766495059911936,6.408024267742378,6.911463115694725,7.323700735927533,6.886669337952881,7.462508196577327,8.211949203622975,6.828403508328861,5.941322297617163,6.975248371073649
45.40190125868873,54.09177638493017,41.16516285941477,38.82154191979359,40.80033805262041,48.08645297004169,52.13164880472726,59.08512540445178,53.258744038335344,34.0353378138863,31.523633395715652,61.314589422952636,61.09588975937716,36.39525979335324,53.70409247157816,7.557168543777247,7.048421016425015,7.167237863615503,6.4792410683276564,7.984867067735821,6.940804098184412,6.421603443991337,7.008501726007684,7.9469599825970345,7.758509943644606,7.524456396076276,7.764436653157392,7.987599422343972,8.371536409276505,7.338494083639251
46.16037584067758,54.29457259274454,41.95198223185292,38.3691281577027,40.3825471120549,48.64274943626968,52.18333064927388,59.00121843274757,53.067395377137835,34.064615079476084,31.90684659589112,61.325818073007156,61.125379983920816,36.76647449118115,53.95067361823745,5.71122773122054,7.637238669280343,6.491851597297428,6.9892132227945645,7.3266722947690885,7.072491949272258,7.262599934640804,7.023570088168189,7.6022802838771195,6.848392737272844,6.618191521690127,7.399843944068836,6.612706790611708,7.273470569085821,7.207354046468579
45.627153554076195,54.15397329855771,41.42199995983742,38.982812106916185,41.04338432830069,47.99720817075524,52.24715493880229,58.96138663606324,52.942105388292035,33.83842146005979,32.22908811930137,61.321834613938385,61.104966317462384,37.06662808890055,54.04135771740733,6.952390573656499,8.002570911362644,6.292231480413905,7.141046902949258,6.775821996091728,7.560778159921031,7.0220469628423725,7.211693505159741,7.3763061524031155,6.398279961773154,6.5410101807922345,7.134273746999506,7.867285842749231,7.450429866975822,6.720202437839442
45.55750731411266,54.466200671374615,41.49977839395258,38.56907483129346,41.35763642881909,48.113040944489406,52.12807220987196,59.03930988876329,53.14542258812452,33.61391464870215,32.40934737028503,61.3014733778179,61.11045117589632,36.780530997128565,53.699419889110175,6.731746753496819,6.406626634160428,7.215051615917255,7.3046181642336006,7.895853698202446,7.487482577347689,7.193397861925082,7.121052063402901,7.105181967051102,7.395684093732742,6.784434764470016,7.9879240284053,7.109576093350904,8.017348860338487,7.404823194035627
